,from,to,sign,weight
2759,CTSG,F2R,1,0.921
2760,CTSG,F2RL2,1,0.893
2761,CTSG,PPBP,1,0.565
2762,CTSH,BID,1,0.804
2763,CTSH,SFTPB,1,0.953
2764,CTSK,BID,1,0.801
2765,CTSK,SPARC,1,0.602
2766,CTSL,BID,1,0.803
2767,CTSL,CD74,1,0.988
2768,CTSL,CST3,1,0.767
2769,CTSS,BID,1,0.821
2770,CTTN,WASL,1,0.99
2771,CTTN,ACTR2,1,0.985
2772,CTTN,DNM1,1,0.952
2773,CTTN,ACTR3,1,0.96
2774,CTTN,ARPC2,1,0.957
2775,CUEDC2,PGR,-1,0.591
2776,CUL1,CDK2,-1,0.983
2777,CUL1,CDKN1A,-1,0.953
2778,CUL1,CTNNB1,-1,0.96
2779,CUL1,E2F1,1,0.494
2780,CUL1,SMAD3,-1,0.451
2781,CUL1,NFKBIA,-1,0.964
2782,CUL4A,TSC2,1,0.378
2783,CX3CL1,CX3CR1,1,0.993
2784,CXCL1,CXCR1,1,0.986
2785,CXCL1,CXCR2,1,0.993
2786,CXCL1,ACKR1,1,0.75
2787,CXCL10,CCR3,1,0.979
2788,CXCL10,CXCR3,1,0.996
2789,CXCL11,CCR3,1,0.982
2790,CXCL11,CXCR3,1,0.993
2791,CXCL12,CXCR4,1,0.999
2792,CXCL12,FN1,1,0.598
2793,CXCL12,CXCR3,1,0.969
2794,CXCL12,ACKR3,1,0.99
2795,CXCL13,CXCR5,1,0.993
2796,CXCL13,FGF2,-1,0.462
2797,CXCL13,CXCR3,1,0.971
2798,CXCL13,CCR10,1,0.939
2799,CXCL14,CXCR4,1,0.905
2800,CXCL2,CXCR1,1,0.961
2801,CXCL2,CXCR2,1,0.98
2802,CXCL3,CXCR1,1,0.957
2803,CXCL3,CXCR2,1,0.966
2804,CXCL5,CXCR1,1,0.975
2805,CXCL5,CXCR2,1,0.988
2806,CXCL6,CXCR1,1,0.981
2807,CXCL6,CXCR2,1,0.97
2808,CXCL8,CXCR1,1,0.998
2809,CXCL8,CXCR2,1,0.994
2810,CXCL8,MMP9,1,0.915
2811,CXCL9,CCR3,1,0.976
2812,CXCL9,CXCR3,1,0.995
2813,CXCR1,GNAI2,1,0.936
2814,CXCR2,CXCL2,-1,0.98
2815,CXCR2,GNAI2,1,0.933
2816,CXCR2,GNAI3,1,0.933
2817,CXCR4,CD74,-1,0.575
2818,CXCR4,GNA13,1,0.954
2819,CXCR4,GNAI1,1,0.947
2820,CXCR4,JAK2,1,0.955
2821,CXCR4,JAK3,1,0.892
2822,CXCR4,PIK3CG,1,0.772
2823,CXCR4,PPIA,1,0.332
2824,CXCR4,PTK2,1,0.569
2825,CXCR4,STAT1,1,0.953
2826,CXCR4,STAT2,1,0.939
2827,CXCR4,STAT3,1,0.963
2828,CXCR4,STAT5B,1,0.951
2829,CXCR5,GNAI2,1,0.948
2830,CYCS,APAF1,1,0.997
2831,CYCS,BAX,1,0.994
2832,CYCS,CASP9,1,0.999
2833,CYLD,BCL3,-1,0.751
2834,CYLD,DDX58,-1,0.97
2835,CYLD,TRAF2,-1,0.967
2836,CYTH1,ARF1,1,0.997
2837,CYTH2,ARF1,1,0.996
2838,CYTH2,ARF6,1,0.992
2839,DAB2,CSK,1,0.435
2840,DAB2,DVL3,1,0.413
2841,DAB2,LRP6,-1,0.394
2842,DAB2,SMAD2,1,0.94
2843,DAB2,SMAD3,1,0.94
2844,DAB2,TGFBR1,1,0.945
2845,DAB2,TGFBR2,1,0.942
2846,DAB2IP,MAP3K5,1,0.971
2847,DAB2IP,TRAF2,1,0.864
2848,DACH2,PAX3,1,0.523
2849,DACT1,DVL2,-1,0.974
2850,DACT2,TGFBR1,-1,0.442
2851,DAP3,CYCS,1,0.202
2852,DAPK1,BCL2,-1,0.375
2853,DAPK1,DAPK3,1,0.803
2854,DAPK1,MAPK1,-1,0.893
2855,DAPK1,MAPK3,-1,0.94
2856,DAPK1,MAPK6,-1,0.315
2857,DAPK1,PKM,1,0.395
2858,DAPK1,PRKD1,1,0.241
2859,DAPK1,STX1A,-1,0.647
2860,DAPK1,TP53,1,0.69
2861,DAPK1,MCM3,1,0.397
2862,DAPK1,MYL12A,1,0.378
2863,DAPK1,TPM1,1,0.174
2864,DAPK2,MYL1,1,0.378
2865,DAPK3,AR,1,0.338
2866,DAPK3,CDKN1A,1,0.388
2867,DAPK3,MYL12B,1,0.585
2868,DAPK3,PPP1R14A,1,0.643
2869,DAPK3,TP53,1,0.473
2870,DAPK3,MYL9,1,0.799
2871,DAPK3,MYL12A,1,0.463
2872,DAPK3,MYL5,1,0.378
2873,DAPK3,PPP1R12A,-1,0.819
2874,DAXX,AR,-1,0.55
2875,DAXX,FAS,-1,0.95
2876,DAXX,MAP3K5,1,0.99
2877,DAXX,NR3C1,-1,0.539
2878,DAXX,SMAD4,-1,0.709
2879,DAXX,TGFBR2,1,0.858
2880,DAXX,TP53,1,0.88
2881,DAXX,SLC9A1,1,0.637
2882,DAXX,AIRE,-1,0.681
2883,DBF4,MCM7,1,0.997
2884,DBF4,MCM3,1,0.999
2885,DBF4,MCM2,1,0.999
2886,DBF4,MCM4,1,0.998
2887,DBF4B,CDC7,1,0.989
2888,DBNL,MAP4K1,1,0.991
2889,DCC,PTK2,1,0.967
2890,DCC,PITPNA,1,0.933
2891,DCLK1,MAPK1,1,0.288
2892,DCLK1,PRKACB,1,0.157
2893,DCLRE1B,TERF2,1,0.986
2894,DCLRE1B,MUS81,1,0.951
2895,DCLRE1C,XRCC4,1,0.972
2896,DCN,EGFR,-1,0.955
2897,DDB1,CHEK1,-1,0.724
2898,DDB1,E2F1,1,0.434
2899,DDB2,CDKN1A,-1,0.581
2900,DDB2,DDB1,-1,0.998
2901,DDB2,E2F1,1,0.477
2902,DDB2,XPC,1,0.991
2903,DDIT3,BCL2,-1,0.958
2904,DDIT3,BCL2L11,1,0.883
2905,DDIT3,JUND,1,0.503
2906,DDIT3,FOSL1,1,0.398
2907,DDR1,SHC1,1,0.662
2908,DDR2,SHC1,1,0.381
2909,DDX17,ESR1,1,0.946
2910,DDX20,FOXL2,1,0.732
2911,DDX5,AR,1,0.519
2912,DDX5,HDAC1,1,0.496
2913,DDX58,CHUK,1,0.934
2914,DDX58,IFIH1,-1,0.98
2915,DDX58,IRF3,1,0.995
2916,DDX58,TRAF3,-1,0.974
2917,DEF6,CDC42,1,0.486
2918,DEF6,RAC1,1,0.925
2919,DEF6,RHOA,1,0.927
2920,DEPTOR,MTOR,-1,0.986
2921,DFFA,DFFB,-1,0.999
2922,DHH,HHIP,1,0.97
2923,DHX58,DDX58,-1,0.964
2924,DHX58,IRF3,-1,0.81
2925,DHX58,IRF7,-1,0.835
2926,DHX58,MAVS,-1,0.771
2927,DHX58,TBK1,-1,0.611
2928,DHX58,TRAF3,-1,0.448
2929,DIABLO,BIRC7,-1,0.872
2930,DIABLO,CASP9,1,0.987
2931,DIAPH1,BAIAP2,1,0.515
2932,DIAPH1,RAC1,1,0.631
2933,DIAPH3,CENPA,1,0.515
2934,DICER1,TARBP2,1,0.999
2935,DISC1,PAFAH1B1,1,0.718
2936,DISC1,NDEL1,1,0.934
2937,DISC1,KIF5B,1,0.362
2938,DISP2,SHH,1,0.96
2939,DKK1,CTNNB1,1,0.988
2940,DKK1,LRP5,-1,0.987
2941,DKK1,KREMEN1,1,0.997
2942,DKK1,KREMEN2,1,0.972
2943,DLG1,NET1,1,0.377
2944,DLG1,GRIK1,-1,0.924
2945,DLGAP1,GRIN2A,1,0.611
2946,DLGAP1,NOS1,1,0.182
2947,DLK1,FN1,1,0.186
2948,DLK1,NOTCH1,-1,0.941
2949,DLK1,NOTCH2,1,0.352
2950,DLK2,NOTCH1,-1,0.688
2951,DLL1,NOTCH1,1,0.975
2952,DLL1,NOTCH2,1,0.976
2953,DLL1,NOTCH3,1,0.975
2954,DLL3,NOTCH1,1,0.944
2955,DLL3,NOTCH2,1,0.466
2956,DLL4,NOTCH1,1,0.986
2957,DLL4,NOTCH4,1,0.966
2958,DLX2,MSX2,1,0.475
2959,DLX3,RUNX2,1,0.598
2960,DLX5,RUNX2,1,0.863
2961,DMAP1,DAXX,1,0.803
2962,DMBX1,OTX2,-1,0.58
2963,DMPK,PLN,1,0.967
2964,DMPK,ZYX,1,0.187
2965,DMPK,PPP1R12A,1,0.458
2966,DNAJA2,HSPA8,1,0.982
2967,DNAJA3,IKBKB,-1,0.276
2968,DNAJA3,JAK2,1,0.974
2969,DNAJA3,NFKBIA,-1,0.418
2970,DNAJC3,EIF2AK2,-1,0.96
2971,DNAJC3,EIF2AK3,-1,0.903
2972,DNAJC3,EIF2AK4,-1,0.899
2973,DNAJC5,CACNA1B,-1,0.16
2974,DNAJC5,CFTR,-1,0.538
2975,DNAJC7,HSP90AA1,-1,0.818
2976,DNER,NOTCH1,1,0.909
2977,DNM2,GJB2,-1,0.44
2978,DNM2,MYO1C,1,0.586
2979,DNMT3L,DNMT3A,1,0.944
2980,DNTT,PCNA,-1,0.945
2981,DNTTIP1,DNTT,1,0.806
2982,DOC2A,UNC13B,1,0.528
2983,DOCK1,RAC1,1,0.978
2984,DOCK2,RAC1,1,0.965
2985,DOCK2,RAC2,1,0.988
2986,DOCK7,CDC42,1,0.963
2987,DOK1,CSK,1,0.974
2988,DOK1,RASA1,1,0.982
2989,DOK4,CRK,1,0.722
2990,DOK4,FYN,1,0.675
2991,DOK4,SRC,1,0.505
2992,DOK7,MUSK,1,0.93
2993,DPP10,KCND2,1,0.806
2994,DPP4,CXCL11,1,0.474
2995,DPP4,CXCL12,1,0.66
2996,DPP4,GCG,1,0.991
2997,DPP4,GIP,-1,0.99
2998,DPP4,ADA,-1,0.969
2999,DPYSL2,TUBA1A,1,0.211
3000,DPYSL2,TUBB,1,0.163
3001,DRD2,GNAI2,1,0.946
3002,DRD2,GNAI3,1,0.944
3003,DRD2,GNAO1,1,0.862
3004,DRD2,GNB5,1,0.95
3005,DRD2,SLC6A3,1,0.971
3006,DTL,CUL4A,1,0.982
3007,DTX1,EP300,1,0.435
3008,DTX1,MAP3K1,-1,0.383
3009,DTX1,NOTCH1,1,0.991
3010,DTX3L,HIST1H4B,1,0.315
3011,DTX3L,HIST1H4C,1,0.315
3012,DTX3L,HIST1H4J,1,0.315
3013,DTX3L,HIST4H4,1,0.315
3014,DTX4,TBK1,-1,0.932
3015,DUSP1,MAPK10,-1,0.937
3016,DUSP1,MAPK11,-1,0.971
3017,DUSP1,MAPK12,-1,0.97
3018,DUSP1,MAPK9,-1,0.868
3019,DUSP10,MAPK10,-1,0.95
3020,DUSP10,MAPK11,-1,0.981
3021,DUSP10,MAPK14,-1,0.982
3022,DUSP10,MAPK3,-1,0.98
3023,DUSP10,MAPK9,-1,0.78
3024,DUSP16,MAPK1,-1,0.99
3025,DUSP16,MAPK10,-1,0.97
3026,DUSP16,MAPK11,-1,0.984
3027,DUSP16,MAPK14,-1,0.979
3028,DUSP16,MAPK8,-1,0.971
3029,DUSP16,MAPK8IP1,1,0.506
3030,DUSP16,MAPK8IP2,1,0.473
3031,DUSP16,MAPK9,-1,0.734
3032,DUSP2,MAPK3,-1,0.988
3033,DUSP22,MAPK10,-1,0.36
3034,DUSP26,MAPK14,-1,0.635
3035,DUSP26,TP53,-1,0.432
3036,DUSP3,EGFR,-1,0.374
3037,DUSP3,ERBB2,-1,0.46
3038,DUSP3,MAPK3,-1,0.979
3039,DUSP3,MAPK9,-1,0.433
3040,DUSP4,MAPK14,-1,0.978
3041,DUSP4,MAPK9,-1,0.735
3042,DUSP5,MAPK14,-1,0.937
3043,DUSP6,FOXO1,1,0.554
3044,DUSP6,MAPK6,-1,0.52
3045,DUSP7,GHR,-1,0.344
3046,DUSP7,MAPK1,-1,0.981
3047,DUSP7,MAPK14,-1,0.967
3048,DUSP7,MAPK8,-1,0.939
3049,DUSP8,MAPK14,-1,0.967
3050,DUSP8,MAPK8,-1,0.985
3051,DUSP9,MAPK14,-1,0.985
3052,DUSP9,MAPK8,-1,0.899
3053,DUSP9,MAPK9,-1,0.499
3054,DVL1,APC,-1,0.954
3055,DVL1,AXIN1,-1,0.997
3056,DVL1,GSK3B,-1,0.968
3057,DVL1,JUN,1,0.486
3058,DVL1,LRP6,1,0.989
3059,DVL1,RAC1,1,0.962
3060,DVL1,SMAD3,1,0.483
3061,DVL2,AXIN1,1,0.978
3062,DVL2,LRP6,1,0.979
3063,DVL2,PARD6A,1,0.951
3064,DVL2,RAC1,1,0.962
3065,DVL3,CSNK1E,1,0.98
3066,DVL3,CTNNB1,-1,0.987
3067,DVL3,FRAT1,1,0.848
3068,DVL3,RAC1,1,0.944
3069,DYNLL1,AMBRA1,-1,0.934
3070,DYNLL1,BCL2L11,-1,0.97
3071,DYRK1A,CCND1,-1,0.551
3072,DYRK1A,FOXO3,-1,0.264
3073,DYRK1A,GLI1,1,0.576
3074,DYRK1A,NOTCH1,-1,0.558
3075,DYRK1A,RCAN1,1,0.835
3076,DYRK1A,SNCA,1,0.684
3077,DYRK1A,SPRY2,-1,0.438
3078,DYRK1A,TP53,1,0.595
3079,DYRK1A,FOXO4,-1,0.213
3080,DYRK1A,MAPT,-1,0.691
3081,DYRK1A,SF3B1,1,0.775
3082,DYRK1A,AMPH,-1,0.44
3083,DYRK1A,DNM1,-1,0.715
3084,DYRK1A,CCNL2,1,0.833
3085,DYRK1B,CCND1,-1,0.627
3086,DYRK1B,MAPK1,1,0.475
3087,DYRK1B,PRKACA,1,0.431
3088,DYRK1B,PRKACB,1,0.364
3089,DYRK2,CAMKK1,1,0.33
3090,DYRK2,HSF1,1,0.395
3091,DYRK2,SIAH2,1,0.426
3092,DYRK2,TP53,1,0.954
3093,DYRK2,DPYSL3,1,0.174
3094,DYRK4,BMX,1,0.193
3095,DYRK4,CAMKK1,1,0.33
3096,DYRK4,YWHAH,1,0.206
3097,E2F1,APAF1,1,0.925
3098,E2F1,ATM,1,0.973
3099,E2F1,BRCA1,1,0.532
3100,E2F1,CASP3,1,0.33
3101,E2F1,CCNA1,1,0.985
3102,E2F1,CCNA2,1,0.988
3103,E2F1,CCNB1,1,0.97
3104,E2F1,CCNE1,1,0.965
3105,E2F1,CDCA4,1,0.623
3106,E2F1,CDK1,1,0.978
3107,E2F1,CDKN1A,1,0.963
3108,E2F1,CDT1,1,0.58
3109,E2F1,CHEK2,1,0.572
3110,E2F1,DBF4,1,0.155
3111,E2F1,DDB2,1,0.477
3112,E2F1,DTL,1,0.38
3113,E2F1,E2F2,1,0.946
3114,E2F1,E2F6,1,0.939
3115,E2F1,EZH2,1,0.925
3116,E2F1,HDAC1,1,0.958
3117,E2F1,HIC1,1,0.913
3118,E2F1,MYC,1,0.967
3119,E2F1,NFKB1,-1,0.691
3120,E2F1,PCNA,1,0.957
3121,E2F1,POLA1,1,0.29
3122,E2F1,PTTG1,1,0.22
3123,E2F1,RAD51,1,0.42
3124,E2F1,RBL1,1,0.995
3125,E2F1,RELA,1,0.191
3126,E2F1,SIRT1,1,0.947
3127,E2F1,SKP2,1,0.596
3128,E2F1,TBP,-1,0.945
3129,E2F1,TFDP1,1,0.999
3130,E2F1,TOPBP1,1,0.965
3131,E2F1,TP53,1,0.834
3132,E2F1,TP53BP1,1,0.434
3133,E2F1,TP73,1,0.958
3134,E2F1,YWHAQ,1,0.36
3135,E2F1,CDC6,1,0.983
3136,E2F1,EED,1,0.906
3137,E2F1,PURA,1,0.417
3138,E2F2,CCNB1,1,0.687
3139,E2F2,E2F1,1,0.946
3140,E2F2,EZH2,1,0.92
3141,E2F2,PCNA,1,0.571
3142,E2F2,EED,1,0.906
3143,E2F3,CCNA2,1,0.988
3144,E2F3,CCNB1,1,0.711
3145,E2F3,MYBL2,1,0.83
3146,E2F3,RBL1,-1,0.997
3147,E2F4,BRCA1,-1,0.954
3148,E2F4,CCNB1,-1,0.838
3149,E2F4,CDK1,-1,0.965
3150,E2F4,MYBL2,-1,0.981
3151,E2F4,RBL1,-1,0.999
3152,E2F6,BRCA1,-1,0.922
3153,E2F6,E2F1,-1,0.939
3154,E2F6,RBBP8,-1,0.911
3155,E2F6,CBX5,-1,0.901
3156,E2F6,UXT,-1,0.94
3157,E4F1,TP53,1,0.949
3158,EAF1,ELL,1,0.995
3159,EAF2,ELL,1,0.983
3160,ECE1,EDN1,1,0.874
3161,ECSIT,MAP3K1,1,0.973
3162,ECT2,CDC42,1,0.953
3163,ECT2,PLK1,1,0.976
3164,ECT2,RHOA,1,0.979
3165,EDA,EDA2R,1,0.964
3166,EDA,EDAR,1,0.987
3167,EDN1,ECE1,1,0.874
3168,EDN1,EDNRA,1,0.994
3169,EDN1,EDNRB,1,0.997
3170,EDN2,EDNRA,1,0.964
3171,EDN3,EDNRB,1,0.994
3172,EDNRA,GNA11,1,0.951
3173,EDNRA,GNA13,1,0.193
3174,EDNRA,GNAQ,1,0.926
3175,EEF1A1,PLCG1,1,0.408
3176,EEF1B2,EEF1A1,1,0.999
3177,EEF1B2,EEF1G,1,0.999
3178,EEF1D,EEF1B2,1,0.986
3179,EEF1D,EEF1G,1,0.999
3180,EEF1E1,ATR,1,0.312
3181,EEF1G,EEF1A1,1,0.999
3182,EEF2K,PRKAA1,1,0.873
3183,EEF2K,EEF2,-1,0.992
3184,EFEMP2,ELN,1,0.896
3185,EFNA1,EPHA2,1,0.999
3186,EFNA1,EPHA3,1,0.992
3187,EFNA1,EPHA4,1,0.999
3188,EFNA1,EPHA8,1,0.99
3189,EFNA1,EPHA1,1,0.999
3190,EFNA1,EPHA5,1,0.998
3191,EFNA1,EPHA7,1,0.997
3192,EFNA2,EPHA2,1,0.997
3193,EFNA2,EPHA4,1,0.998
3194,EFNA2,EPHA8,1,0.985
3195,EFNA2,EPHA5,1,0.994
3196,EFNA2,EPHA7,1,0.994
3197,EFNA3,EPHA2,1,0.995
3198,EFNA3,EPHA3,1,0.991
3199,EFNA3,EPHA4,1,0.995
3200,EFNA3,EPHA8,1,0.983
3201,EFNA3,EPHA5,1,0.995
3202,EFNA3,EPHA7,1,0.994
3203,EFNA4,EPHA2,1,0.997
3204,EFNA4,EPHA5,1,0.997
3205,EFNA5,EPHA2,1,0.999
3206,EFNA5,EPHA3,1,0.998
3207,EFNA5,EPHA4,1,0.999
3208,EFNA5,EPHA8,1,0.989
3209,EFNA5,EPHB2,1,0.996
3210,EFNA5,EPHA5,1,0.997
3211,EFNB1,EPHB1,1,0.997
3212,EFNB1,EPHB3,1,0.993
3213,EFNB1,NCK2,1,0.977
3214,EFNB1,SRC,1,0.98
3215,EFNB1,EPHB4,1,0.991
3216,EFNB2,EPHA4,1,0.999
3217,EFNB2,EPHB3,1,0.998
3218,EFNB3,EPHA4,1,0.996
3219,EFNB3,EPHB3,1,0.997
3220,EGF,EGFR,1,0.999
3221,EGF,ERBB2,1,0.995
3222,EGF,GRB2,1,0.991
3223,EGF,GRK2,1,0.742
3224,EGF,PIK3R2,1,0.456
3225,EGFR,AMH,1,0.538
3226,EGFR,ANXA1,1,0.745
3227,EGFR,ARF6,1,0.938
3228,EGFR,BCAR1,-1,0.578
3229,EGFR,CASP1,1,0.723
3230,EGFR,CASP3,1,0.839
3231,EGFR,CAV1,1,0.987
3232,EGFR,CBL,1,0.995
3233,EGFR,CBLB,1,0.988
3234,EGFR,CBLC,1,0.969
3235,EGFR,CCND1,1,0.907
3236,EGFR,CDH1,1,0.993
3237,EGFR,CRKL,1,0.923
3238,EGFR,CTNND1,-1,0.975
3239,EGFR,CYTH2,1,0.938
3240,EGFR,E2F1,1,0.281
3241,EGFR,EGF,1,0.999
3242,EGFR,EPS15,1,0.986
3243,EGFR,ERBB2,1,0.991
3244,EGFR,ERBB3,1,0.938
3245,EGFR,ESR1,1,0.959
3246,EGFR,EZR,1,0.793
3247,EGFR,GAB1,1,0.974
3248,EGFR,GRAP,1,0.796
3249,EGFR,GSTP1,1,0.571
3250,EGFR,HDAC6,-1,0.538
3251,EGFR,HGS,1,0.956
3252,EGFR,IGF1R,-1,0.614
3253,EGFR,ITGB4,1,0.962
3254,EGFR,JAK1,1,0.936
3255,EGFR,LRIG1,1,0.977
3256,EGFR,MAP2K1,1,0.661
3257,EGFR,MAPK1,1,0.965
3258,EGFR,MAPK14,1,0.731
3259,EGFR,MAPK3,1,0.501
3260,EGFR,NCK1,1,0.781
3261,EGFR,NCK2,1,0.481
3262,EGFR,PCNA,1,0.874
3263,EGFR,PIK3R2,1,0.536
3264,EGFR,PIK3R3,1,0.901
3265,EGFR,PKIA,1,0.363
3266,EGFR,PLCG1,1,0.986
3267,EGFR,PLCG2,1,0.967
3268,EGFR,PLD2,1,0.79
3269,EGFR,PPP2CA,1,0.914
3270,EGFR,PRKDC,1,0.801
3271,EGFR,PTGS2,1,0.864
3272,EGFR,PTK2,1,0.905
3273,EGFR,PTK2B,1,0.95
3274,EGFR,PTPN11,1,0.994
3275,EGFR,RASA1,1,0.956
3276,EGFR,RGS16,1,0.709
3277,EGFR,SCAMP3,1,0.413
3278,EGFR,SHC1,1,0.996
3279,EGFR,SHC2,1,0.943
3280,EGFR,SHC3,1,0.957
3281,EGFR,SHC4,1,0.932
3282,EGFR,SOS1,1,0.986
3283,EGFR,SOS2,1,0.917
3284,EGFR,SRC,1,0.956
3285,EGFR,STAT1,1,0.968
3286,EGFR,STAT3,1,0.992
3287,EGFR,STAT5A,1,0.969
3288,EGFR,STAT5B,1,0.971
3289,EGFR,TNK2,1,0.415
3290,EGFR,VAV1,1,0.749
3291,EGFR,VAV2,1,0.767
3292,EGFR,WASF1,1,0.192
3293,EGFR,ARF4,1,0.947
3294,EGFR,CEACAM1,1,0.675
3295,EGFR,EPS8,1,0.964
3296,EGFR,PIK3C2B,1,0.459
3297,EGFR,TRPV3,1,0.353
3298,EGLN1,EPAS1,1,0.99
3299,EGLN2,EPAS1,1,0.987
3300,EGLN3,EPAS1,1,0.987
3301,EGR1,AR,-1,0.667
3302,EGR1,CDKN1A,1,0.662
3303,EGR1,DUSP1,1,0.816
3304,EGR1,DUSP4,1,0.587
3305,EGR1,EGFR,1,0.77
3306,EGR1,FASLG,1,0.271
3307,EGR1,ID3,1,0.562
3308,EGR1,IGF2,1,0.634
3309,EGR1,NAB2,1,0.854
3310,EGR1,PDGFA,1,0.544
3311,EGR1,PDGFB,1,0.368
3312,EGR1,PPARG,1,0.698
3313,EGR1,PTEN,1,0.831
3314,EGR1,SNAI1,1,0.939
3315,EGR1,TP53,1,0.866
3316,EHMT1,HIST1H3D,-1,0.777
3317,EHMT1,HIST1H3H,-1,0.775
3318,EHMT1,HIST1H3J,-1,0.772
3319,EHMT2,HIST1H3D,-1,0.784
3320,EHMT2,HIST1H3H,-1,0.782
3321,EHMT2,HIST1H3J,-1,0.836
3322,EHMT2,DNMT3A,1,0.86
3323,EHMT2,DNMT3B,1,0.739
3324,EID2,SMAD3,-1,0.715
3325,EIF1,EIF3A,1,0.999
3326,EIF1AX,EIF3A,1,0.991
3327,EIF1AX,EIF2S1,1,0.976
3328,EIF2A,ATF4,1,0.613
3329,EIF2AK2,CDK1,-1,0.369
3330,EIF2AK2,CHUK,1,0.374
3331,EIF2AK2,ILF3,1,0.659
3332,EIF2AK2,TP53,1,0.951
3333,EIF2AK2,TRAF6,1,0.94
3334,EIF2AK2,PPP2R5A,1,0.365
3335,EIF2AK3,APAF1,-1,0.221
3336,EIF2AK3,ATF4,1,0.984
3337,EIF2AK3,BIRC3,1,0.151
3338,EIF2AK3,NFE2L2,1,0.918
3339,EIF2AK4,MARS,-1,0.394
3340,EIF2B1,EIF2B2,1,0.998
3341,EIF2B1,EIF2B5,1,0.999
3342,EIF2B1,EIF2B3,1,0.999
3343,EIF2B2,EIF2B3,1,0.999
3344,EIF2B4,EIF2B2,1,0.999
3345,EIF2B4,EIF2B3,1,0.999
3346,EIF2B5,EIF2B2,1,0.999
3347,EIF2B5,EIF2B4,1,0.999
3348,EIF2B5,EIF2S2,1,0.995
3349,EIF2B5,EIF2B3,1,0.999
3350,EIF3A,EIF4A1,1,0.993
3351,EIF3F,NOTCH1,1,0.449
3352,EIF3I,TGFBR2,1,0.395
3353,EIF3J,EIF4G2,1,0.416
3354,EIF4A1,EIF4A2,1,0.976
3355,EIF4A2,EIF4E,1,0.997
3356,EIF4B,EIF4G1,1,0.997
3357,EIF4B,RPS6KB1,1,0.986
3358,EIF4E,MYC,-1,0.974
3359,EIF4E,SMAD3,1,0.181
3360,EIF4E,SMAD4,1,0.163
3361,EIF4EBP1,MTOR,1,0.999
3362,EIF4EBP1,RPTOR,-1,0.996
3363,EIF4EBP1,EIF4E2,-1,0.973
3364,EIF4EBP2,EIF4E,-1,0.993
3365,EIF4G1,EIF4E,1,0.999
3366,EIF4G2,APAF1,1,0.35
3367,EIF4G2,BCL2,1,0.538
3368,EIF4G2,BIRC2,1,0.249
3369,EIF4G2,CDK1,1,0.373
3370,EIF4G2,EIF4E,-1,0.976
3371,EIF4G2,XIAP,1,0.33
3372,EIF4H,EIF4A1,1,0.986
3373,EIF5,EIF2S2,-1,0.989
3374,EIF5,EIF3B,1,0.996
3375,EIF5,EIF3D,1,0.98
3376,EIF5,EIF3G,1,0.999
3377,EIF6,RPL5,1,0.98
3378,EIF6,RPL18A,1,0.937
3379,EIF6,RPL3,1,0.959
3380,EIF6,RPL31,1,0.862
3381,EIF6,RPL34,1,0.735
3382,EIF6,RPL4,1,0.849
3383,EIF6,RPL6,1,0.877
3384,EIF6,RPS15A,1,0.807
3385,EIF6,RPS16,1,0.563
3386,EIF6,RPS4X,1,0.792
3387,ELANE,CSF3R,1,0.656
3388,ELANE,CXCL8,1,0.866
3389,ELANE,GRN,1,0.607
3390,ELANE,KNG1,1,0.621
3391,ELANE,MMP9,1,0.629
3392,ELANE,SERPINE1,1,0.692
3393,ELANE,SLPI,1,0.971
3394,ELANE,THBS1,1,0.503
3395,ELANE,NOTCH2NLA,1,0.436
3396,ELAVL1,BRCA1,-1,0.254
3397,ELAVL1,CCNA1,1,0.816
3398,ELAVL1,CCNA2,1,0.838
3399,ELAVL1,CCNB1,1,0.384
3400,ELAVL1,CCND1,1,0.888
3401,ELAVL1,CDKN1A,1,0.341
3402,ELAVL1,CXCL8,1,0.341
3403,ELAVL1,DUSP1,1,0.25
3404,ELAVL1,EIF4E,1,0.464
3405,ELAVL1,ERBB2,1,0.638
3406,ELAVL1,FOS,1,0.484
3407,ELAVL1,PTGS2,1,0.851
3408,ELAVL1,SIRT1,1,0.645
3409,ELAVL1,TP53,1,0.855
3410,ELAVL1,VEGFA,1,0.806
3411,ELAVL1,SLC11A1,1,0.493
3412,ELF3,EHF,1,0.275
3413,ELK1,FOS,1,0.937
3414,ELK4,FOS,1,0.598
3415,ELMO2,DOCK1,1,0.997
3416,ELOC,NOTCH4,-1,0.434
3417,ELP1,MAPK8,1,0.465
3418,ELP2,STAT3,-1,0.629
3419,ENC1,NFE2L2,-1,0.41
3420,ENPEP,CCK,-1,0.447
3421,ENPP1,INSR,-1,0.765
3422,EP300,AR,1,0.971
3423,EP300,ARNT,1,0.964
3424,EP300,BCL6,-1,0.628
3425,EP300,CCND1,1,0.693
3426,EP300,CDKN1A,1,0.968
3427,EP300,CTNNB1,1,0.979
3428,EP300,CXCL8,1,0.605
3429,EP300,DDX17,1,0.558
3430,EP300,DDX5,1,0.535
3431,EP300,DUSP1,1,0.295
3432,EP300,E2F1,1,0.532
3433,EP300,EPO,1,0.942
3434,EP300,FEN1,-1,0.526
3435,EP300,FLI1,1,0.25
3436,EP300,FOXO1,-1,0.977
3437,EP300,FOXO3,-1,0.977
3438,EP300,GATA1,1,0.682
3439,EP300,GATA4,1,0.638
3440,EP300,H2AFX,1,0.942
3441,EP300,H3F3A,1,0.531
